p_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
0.5724,7.3,0.09693,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,7.0,0.09530,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5725,7.0,0.09477,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,6.4,0.09340,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,6.1,0.09213,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5724,6.1,0.09334,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5719,19.6,0.08149,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5721,23.8,0.07922,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5719,25.8,0.07625,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5716,27.1,0.07539,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5718,28.0,0.07478,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5718,28.9,0.07333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,8.1,0.09009,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,8.6,0.08891,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,8.6,0.08788,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,8.4,0.08685,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,8.6,0.08678,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,8.3,0.08536,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,26.2,0.07676,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8583,31.9,0.07201,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,35.0,0.06971,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8584,36.8,0.06897,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8583,38.3,0.06837,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8585,39.2,0.06714,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,21.2,0.07908,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,26.0,0.07476,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,28.0,0.07305,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1449,29.1,0.07259,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,30.0,0.07153,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1450,31.0,0.07121,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1447,42.7,0.06883,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1446,52.9,0.06369,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1443,58.8,0.06129,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1446,61.9,0.05972,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1444,64.4,0.05897,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1444,66.6,0.05843,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4298,25.4,0.07567,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4301,31.7,0.07221,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4300,34.4,0.07056,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4297,36.2,0.06956,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4293,37.0,0.06861,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4295,38.4,0.06761,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4292,50.7,0.06613,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,65.0,0.05900,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4298,72.3,0.05659,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,76.7,0.05532,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4296,78.9,0.05509,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4289,82.0,0.05432,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7137,29.8,0.07384,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7139,37.9,0.07014,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7136,41.0,0.06839,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7131,43.4,0.06668,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7137,44.3,0.06602,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7134,45.2,0.06641,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7132,60.6,0.06179,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7134,76.5,0.05562,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7136,84.4,0.05265,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7133,90.1,0.05166,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7128,93.4,0.05166,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7132,97.2,0.05078,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2864,16.5,0.13221,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,18.1,0.12362,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2863,19.0,0.12007,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,20.0,0.11618,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2865,20.3,0.11482,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2864,20.7,0.11082,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,14.3,0.09935,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,16.7,0.09554,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2861,17.0,0.09436,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,17.2,0.09225,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,17.4,0.09372,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2862,17.4,0.09168,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,7.0,0.09656,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,7.2,0.09207,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,6.6,0.09461,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5725,6.2,0.09307,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5724,6.2,0.09323,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5724,5.7,0.09386,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5720,17.6,0.08458,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5717,21.6,0.08200,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5713,23.6,0.08120,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5710,23.8,0.07899,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5712,24.5,0.07857,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5709,24.9,0.07829,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,8.1,0.08793,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,8.1,0.08924,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8586,7.7,0.08767,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8584,7.5,0.08704,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8585,6.8,0.08730,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8586,6.6,0.08507,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8583,23.1,0.07916,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8581,28.0,0.07571,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8582,30.8,0.07311,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8580,32.6,0.07284,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8582,33.9,0.07129,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8579,34.6,0.07129,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,17.9,0.08039,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1452,22.0,0.07899,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,23.6,0.07752,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,26.0,0.07650,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,26.0,0.07598,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1451,26.5,0.07580,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1448,40.1,0.07208,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,50.2,0.06737,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1447,55.1,0.06607,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1446,58.4,0.06504,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,60.6,0.06456,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1449,62.6,0.06387,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4312,23.2,0.08135,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,29.5,0.07774,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,32.0,0.07660,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,35.0,0.07563,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,35.0,0.07487,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,35.3,0.07471,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,52.2,0.07528,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,68.3,0.07051,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,75.8,0.06743,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,82.6,0.06593,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4310,85.5,0.06489,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4311,89.2,0.06453,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,28.9,0.08813,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,38.1,0.08525,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,41.0,0.08444,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,42.5,0.08442,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,44.9,0.08393,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,45.2,0.08401,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,66.6,0.08071,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,85.5,0.07132,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7177,94.8,0.06629,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,100.9,0.06345,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7176,104.0,0.06203,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7175,106.9,0.06111,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2863,14.3,0.12155,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,16.3,0.11294,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2864,17.2,0.10600,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2864,18.1,0.10354,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,18.7,0.09868,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2863,19.2,0.09827,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2857,14.5,0.09623,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2856,16.7,0.09163,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2856,17.6,0.09421,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2851,17.9,0.09104,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2848,18.3,0.08938,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2852,18.7,0.09011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,7.2,0.09632,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,7.5,0.09312,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5725,6.6,0.09372,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,6.2,0.09315,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,6.1,0.08996,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,5.5,0.09061,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5724,24.0,0.08085,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,28.7,0.07693,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,30.8,0.07631,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5721,31.7,0.07448,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5720,32.4,0.07374,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5715,32.9,0.07326,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,9.7,0.08719,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,10.6,0.08453,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8585,10.5,0.08462,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8583,10.3,0.08435,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8584,10.1,0.08292,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8578,9.5,0.08322,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8579,26.0,0.07553,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8580,31.5,0.07187,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8580,33.7,0.07026,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8581,35.3,0.07037,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8578,36.4,0.06966,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8575,37.0,0.06839,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1437,19.6,0.07686,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1431,24.5,0.07376,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1435,26.0,0.07230,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1430,26.7,0.07221,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1433,28.0,0.07194,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1433,28.4,0.07135,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1434,40.8,0.06856,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1432,49.1,0.06458,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1425,53.8,0.06251,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1424,56.6,0.06119,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1425,58.9,0.06054,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1426,60.6,0.05963,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4262,23.2,0.07449,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4261,28.4,0.07136,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,30.6,0.06961,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4265,32.0,0.06890,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4264,32.8,0.06842,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4265,33.9,0.06789,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4263,47.8,0.06556,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,58.9,0.06144,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4263,64.6,0.05943,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4257,67.9,0.05813,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4257,71.8,0.05727,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4260,73.6,0.05666,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7097,27.3,0.07272,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7095,33.3,0.06937,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7102,36.2,0.06777,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7101,38.1,0.06669,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7102,39.4,0.06656,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7103,40.5,0.06587,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,56.6,0.06359,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7094,69.4,0.05881,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,77.5,0.05701,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,82.2,0.05556,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7096,85.7,0.05514,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7097,89.0,0.05462,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2862,15.2,0.12178,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,17.4,0.11675,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,17.9,0.11240,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,18.7,0.11055,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,19.8,0.10862,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2864,19.8,0.10580,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,15.6,0.10254,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,17.8,0.09991,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,18.7,0.09799,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,19.2,0.09683,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2862,19.2,0.09618,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2861,19.2,0.09554,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,7.2,0.09717,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,7.2,0.09570,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,7.0,0.09562,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,6.6,0.09545,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,6.2,0.09467,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5725,5.9,0.09459,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5728,24.9,0.08447,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5728,29.8,0.08101,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5727,32.8,0.07940,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5727,33.9,0.07829,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5726,34.4,0.07742,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5726,34.8,0.07731,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8587,9.5,0.08986,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,10.6,0.08880,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,10.6,0.08901,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,10.5,0.08905,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,10.1,0.08945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,9.7,0.08909,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,27.3,0.08236,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,33.1,0.07823,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,36.1,0.07664,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,37.3,0.07552,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8586,38.4,0.07513,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8585,39.8,0.07453,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,20.5,0.08509,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1443,24.9,0.08245,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,27.6,0.08133,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,29.3,0.08111,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1442,29.1,0.08067,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,30.4,0.07994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,45.0,0.07454,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,54.0,0.07121,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1451,61.7,0.06892,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,63.2,0.06845,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,65.5,0.06737,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1452,67.9,0.06688,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4307,25.3,0.08398,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4302,30.8,0.08121,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4305,33.1,0.07962,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4302,36.1,0.07900,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4303,35.9,0.07822,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4300,37.3,0.07767,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,52.0,0.07394,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,67.0,0.06826,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,72.1,0.06634,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,77.6,0.06439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4312,79.8,0.06407,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.4313,83.9,0.06262,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7172,29.7,0.08426,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7171,38.4,0.08110,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7170,40.6,0.07983,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7172,42.7,0.07922,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7169,45.2,0.07893,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7167,45.0,0.07822,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,63.3,0.07277,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,78.9,0.06650,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,85.9,0.06375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7177,90.5,0.06235,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,95.6,0.06128,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7178,97.4,0.06076,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2863,15.0,0.12019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,16.7,0.10944,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,17.6,0.10439,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,18.3,0.10109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,18.8,0.09801,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2864,20.0,0.09725,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,15.7,0.09656,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,18.1,0.09475,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2860,19.4,0.09304,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2860,19.8,0.09232,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,20.3,0.09230,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2861,20.1,0.09146,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,7.1,0.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,7.1,0.09594,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5725,7.0,0.09420,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5723,7.0,0.09438,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5724,6.6,0.09508,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5724,5.9,0.09432,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5710,26.5,0.08385,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5712,31.0,0.07987,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5708,33.1,0.07849,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5708,34.0,0.07682,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5726,35.0,0.07653,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5726,35.9,0.07564,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8582,10.3,0.09037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8583,11.0,0.08915,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8582,11.2,0.08836,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8583,11.7,0.08865,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8580,11.2,0.08918,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8581,10.6,0.08851,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8572,28.0,0.08014,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8570,34.8,0.07544,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8566,37.0,0.07347,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8566,39.5,0.07156,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8564,41.2,0.07077,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8576,40.8,0.07058,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1423,21.2,0.08137,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1426,26.2,0.07817,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1427,28.9,0.07635,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1425,29.5,0.07639,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1425,30.2,0.07546,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1424,31.8,0.07352,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1410,42.8,0.07036,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1413,52.4,0.06522,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1415,58.4,0.06294,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1428,59.7,0.06244,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1435,64.1,0.06061,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1434,63.9,0.06087,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4269,24.5,0.07874,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4267,30.2,0.07491,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4269,33.3,0.07324,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4263,34.6,0.07219,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4262,35.1,0.07081,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4267,37.2,0.06992,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4247,50.0,0.06740,0,0,0,0,0,0,0,0,0,0,0,0,0,1
